plot,land_type,year,season,stat_land_type,stat_season,crop_id,crop_name,crop_type,area_mu,yield_jin_mu,production_jin,cost_yuan
D2,水浇地,2024,第二季,水浇地,第二季,35,大白菜,蔬菜,10.0,4500.0,45000.0,21000.0
D3,水浇地,2024,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,14.0,1800.0,25200.0,14700.0
D3,水浇地,2024,第二季,水浇地,第二季,36,白萝卜,蔬菜,14.0,3600.0,50400.0,7350.0
D4,水浇地,2024,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,6.0,2700.0,16200.0,12600.0
D4,水浇地,2024,第二季,水浇地,第二季,37,红萝卜,蔬菜,6.0,2700.0,16200.0,3150.0
D5,水浇地,2024,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,10.0,2700.0,27000.0,21000.0
D5,水浇地,2024,第二季,水浇地,第二季,37,红萝卜,蔬菜,10.0,2700.0,27000.0,5250.0
D6,水浇地,2024,第一季,水浇地,单季,16,水稻,粮食,12.0,450.0,5400.0,8568.0
D7,水浇地,2024,第一季,水浇地,第一季,34,芹菜,蔬菜,22.0,4950.0,108900.0,20790.0
D7,水浇地,2024,第二季,水浇地,第二季,35,大白菜,蔬菜,22.0,4500.0,99000.0,46200.0
D8,水浇地,2024,第一季,水浇地,第一季,34,芹菜,蔬菜,20.0,4950.0,99000.0,18900.0
D8,水浇地,2024,第二季,水浇地,第二季,36,白萝卜,蔬菜,20.0,3600.0,72000.0,10500.0
E1,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E1,普通大棚,2024,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,1890.0
E10,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E10,普通大棚,2024,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6300.0
E11,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E11,普通大棚,2024,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6300.0
E12,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E12,普通大棚,2024,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1260.0
E13,普通大棚,2024,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1512.0
E13,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E14,普通大棚,2024,第一季,普通大棚,第一季,32,空心菜,蔬菜,0.6,10800.0,6480.0,3150.0
E14,普通大棚,2024,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,1890.0
E15,普通大棚,2024,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4050.0,2430.0,2205.0
E15,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E16,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E16,普通大棚,2024,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1260.0
E2,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E2,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E3,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E3,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E4,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E4,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E5,普通大棚,2024,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1512.0
E5,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E6,普通大棚,2024,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4050.0,2430.0,2205.0
E6,普通大棚,2024,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6300.0
E7,普通大棚,2024,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2205.0
E7,普通大棚,2024,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1260.0
E8,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E8,普通大棚,2024,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,1890.0
E9,普通大棚,2024,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1512.0
E9,普通大棚,2024,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6300.0
F1,智慧大棚,2024,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2205.0
F1,智慧大棚,2024,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,756.0
F2,智慧大棚,2024,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1512.0
F2,智慧大棚,2024,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,756.0
F3,智慧大棚,2024,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1512.0
F3,智慧大棚,2024,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,756.0
F4,智慧大棚,2024,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1512.0
F4,智慧大棚,2024,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,756.0
A1,平旱地,2025,单季,平旱地,单季,1,黄豆,粮食（豆类）,80.0,360.0,28800.0,35280.0
A2,平旱地,2025,单季,平旱地,单季,11,荞麦,粮食,55.0,99.0,5445.0,21223.125
A3,平旱地,2025,单季,平旱地,单季,1,黄豆,粮食（豆类）,35.0,360.0,12600.0,15435.0
A4,平旱地,2025,单季,平旱地,单季,4,绿豆,粮食（豆类）,72.0,315.0,22680.0,27783.0
A5,平旱地,2025,单季,平旱地,单季,3,红豆,粮食（豆类）,68.0,360.0,24480.0,26239.5
A6,平旱地,2025,单季,平旱地,单季,3,红豆,粮食（豆类）,55.0,360.0,19800.0,21223.125
B1,梯田,2025,单季,梯田,单季,3,红豆,粮食（豆类）,60.0,342.0,20520.0,23152.5
B10,梯田,2025,单季,梯田,单季,2,黑豆,粮食（豆类）,25.0,427.5,10687.5,11025.0
B11,梯田,2025,单季,梯田,单季,4,绿豆,粮食（豆类）,60.0,297.0,17820.0,23152.5
B12,梯田,2025,单季,梯田,单季,11,荞麦,粮食,45.0,94.5,4252.5,17364.375
B13,梯田,2025,单季,梯田,单季,9,高粱,粮食,35.0,540.0,18900.0,15435.0
B14,梯田,2025,单季,梯田,单季,5,爬豆,粮食（豆类）,20.0,355.5,7110.0,7717.5
B2,梯田,2025,单季,梯田,单季,5,爬豆,粮食（豆类）,46.0,355.5,16353.0,17750.25
B3,梯田,2025,单季,梯田,单季,3,红豆,粮食（豆类）,40.0,342.0,13680.0,15435.0
B4,梯田,2025,单季,梯田,单季,9,高粱,粮食,28.0,540.0,15120.0,12348.0
B5,梯田,2025,单季,梯田,单季,2,黑豆,粮食（豆类）,25.0,427.5,10687.5,11025.0
B6,梯田,2025,单季,梯田,单季,3,红豆,粮食（豆类）,86.0,342.0,29412.0,33185.25
B7,梯田,2025,单季,梯田,单季,5,爬豆,粮食（豆类）,55.0,355.5,19552.5,21223.125
B8,梯田,2025,单季,梯田,单季,5,爬豆,粮食（豆类）,44.0,355.5,15642.0,16978.5
B9,梯田,2025,单季,梯田,单季,3,红豆,粮食（豆类）,50.0,342.0,17100.0,19293.75
C1,山坡地,2025,单季,山坡地,单季,12,南瓜,粮食,15.0,2430.0,36450.0,16537.5
C2,山坡地,2025,单季,山坡地,单季,10,黍子,粮食,13.0,427.5,5557.5,5159.700000000001
C3,山坡地,2025,单季,山坡地,单季,2,黑豆,粮食（豆类）,15.0,405.0,6075.0,6615.0
C4,山坡地,2025,单季,山坡地,单季,10,黍子,粮食,18.0,427.5,7695.0,7144.200000000001
C5,山坡地,2025,单季,山坡地,单季,4,绿豆,粮食（豆类）,27.0,283.5,7654.5,10418.625
C6,山坡地,2025,单季,山坡地,单季,13,红薯,粮食,20.0,1800.0,36000.0,44100.0
D1,水浇地,2025,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,15.0,1800.0,27000.0,16537.5
D1,水浇地,2025,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,3600.0,54000.0,8268.75
D2,水浇地,2025,第一季,水浇地,第一季,34,芹菜,蔬菜,10.0,4950.0,49500.0,9922.5
D2,水浇地,2025,第二季,水浇地,第二季,37,红萝卜,蔬菜,10.0,2700.0,27000.0,5512.5
D3,水浇地,2025,第一季,水浇地,单季,16,水稻,粮食,14.0,450.0,6300.0,10495.800000000001
D4,水浇地,2025,第一季,水浇地,第一季,22,茄子,蔬菜,6.0,5760.0,34560.0,13230.0
D4,水浇地,2025,第二季,水浇地,第二季,37,红萝卜,蔬菜,6.0,2700.0,16200.0,3307.5
D5,水浇地,2025,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,10.0,2700.0,27000.0,22050.0
D5,水浇地,2025,第二季,水浇地,第二季,35,大白菜,蔬菜,10.0,4500.0,45000.0,22050.0
D6,水浇地,2025,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,12.0,1800.0,21600.0,13230.0
D6,水浇地,2025,第二季,水浇地,第二季,36,白萝卜,蔬菜,12.0,3600.0,43200.0,6615.0
D7,水浇地,2025,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,22.0,1800.0,39600.0,24255.0
D7,水浇地,2025,第二季,水浇地,第二季,35,大白菜,蔬菜,22.0,4500.0,99000.0,48510.0
D8,水浇地,2025,第一季,水浇地,单季,16,水稻,粮食,20.0,450.0,9000.0,14994.0
E1,普通大棚,2025,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E1,普通大棚,2025,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6615.0
E10,普通大棚,2025,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E10,普通大棚,2025,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,1984.5
E11,普通大棚,2025,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E11,普通大棚,2025,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1323.0
E12,普通大棚,2025,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4050.0,2430.0,2315.25
E12,普通大棚,2025,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1323.0
E13,普通大棚,2025,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1587.6
E13,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E14,普通大棚,2025,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E14,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E15,普通大棚,2025,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4050.0,2430.0,2315.25
E15,普通大棚,2025,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1323.0
E16,普通大棚,2025,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E16,普通大棚,2025,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,1984.5
E2,普通大棚,2025,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E2,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E3,普通大棚,2025,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E3,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E4,普通大棚,2025,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2315.25
E4,普通大棚,2025,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,1984.5
E5,普通大棚,2025,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E5,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E6,普通大棚,2025,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2315.25
E6,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E7,普通大棚,2025,第一季,普通大棚,第一季,32,空心菜,蔬菜,0.6,10800.0,6480.0,3307.5
E7,普通大棚,2025,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6615.0
E8,普通大棚,2025,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1587.6
E8,普通大棚,2025,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6615.0
E9,普通大棚,2025,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1587.6
E9,普通大棚,2025,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6615.0
F1,智慧大棚,2025,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1587.6
F1,智慧大棚,2025,第二季,智慧大棚,第二季,18,刀豆,蔬菜（豆类）,0.6,1980.0,1188.0,873.18
F2,智慧大棚,2025,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1587.6
F2,智慧大棚,2025,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,793.8
F3,智慧大棚,2025,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1587.6
F3,智慧大棚,2025,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,793.8
F4,智慧大棚,2025,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1587.6
F4,智慧大棚,2025,第二季,智慧大棚,第二季,18,刀豆,蔬菜（豆类）,0.6,1980.0,1188.0,873.18
A1,平旱地,2026,单季,平旱地,单季,5,爬豆,粮食（豆类）,80.0,373.5,29880.0,32413.500000000004
A2,平旱地,2026,单季,平旱地,单季,1,黄豆,粮食（豆类）,55.0,360.0,19800.0,25467.750000000004
A3,平旱地,2026,单季,平旱地,单季,9,高粱,粮食,35.0,567.0,19845.0,16206.750000000002
A4,平旱地,2026,单季,平旱地,单季,1,黄豆,粮食（豆类）,72.0,360.0,25920.0,33339.600000000006
A5,平旱地,2026,单季,平旱地,单季,1,黄豆,粮食（豆类）,68.0,360.0,24480.0,31487.400000000005
A6,平旱地,2026,单季,平旱地,单季,11,荞麦,粮食,55.0,99.0,5445.0,22284.281250000004
B1,梯田,2026,单季,梯田,单季,4,绿豆,粮食（豆类）,60.0,297.0,17820.0,24310.125000000004
B10,梯田,2026,单季,梯田,单季,11,荞麦,粮食,25.0,94.5,2362.5,10129.218750000002
B11,梯田,2026,单季,梯田,单季,5,爬豆,粮食（豆类）,60.0,355.5,21330.0,24310.125000000004
B12,梯田,2026,单季,梯田,单季,4,绿豆,粮食（豆类）,45.0,297.0,13365.0,18232.593750000004
B13,梯田,2026,单季,梯田,单季,3,红豆,粮食（豆类）,35.0,342.0,11970.0,14180.906250000002
B14,梯田,2026,单季,梯田,单季,13,红薯,粮食,20.0,1890.0,37800.0,46305.00000000001
B2,梯田,2026,单季,梯田,单季,4,绿豆,粮食（豆类）,46.0,297.0,13662.0,18637.7625
B3,梯田,2026,单季,梯田,单季,11,荞麦,粮食,40.0,94.5,3780.0,16206.750000000002
B4,梯田,2026,单季,梯田,单季,10,黍子,粮食,28.0,450.0,12600.0,11668.860000000002
B5,梯田,2026,单季,梯田,单季,9,高粱,粮食,25.0,540.0,13500.0,11576.250000000002
B6,梯田,2026,单季,梯田,单季,4,绿豆,粮食（豆类）,86.0,297.0,25542.0,34844.512500000004
B7,梯田,2026,单季,梯田,单季,3,红豆,粮食（豆类）,55.0,342.0,18810.0,22284.281250000004
B8,梯田,2026,单季,梯田,单季,2,黑豆,粮食（豆类）,44.0,427.5,18810.0,20374.200000000004
B9,梯田,2026,单季,梯田,单季,11,荞麦,粮食,50.0,94.5,4725.0,20258.437500000004
C1,山坡地,2026,单季,山坡地,单季,5,爬豆,粮食（豆类）,15.0,337.5,5062.5,6077.531250000001
C2,山坡地,2026,单季,山坡地,单季,2,黑豆,粮食（豆类）,13.0,405.0,5265.0,6019.650000000001
C3,山坡地,2026,单季,山坡地,单季,12,南瓜,粮食,15.0,2430.0,36450.0,17364.375000000004
C4,山坡地,2026,单季,山坡地,单季,3,红豆,粮食（豆类）,18.0,324.0,5832.0,7293.0375
C5,山坡地,2026,单季,山坡地,单季,5,爬豆,粮食（豆类）,27.0,337.5,9112.5,10939.556250000001
C6,山坡地,2026,单季,山坡地,单季,5,爬豆,粮食（豆类）,20.0,337.5,6750.0,8103.375000000001
D1,水浇地,2026,第一季,水浇地,第一季,34,芹菜,蔬菜,15.0,4950.0,74250.0,15627.937500000004
D1,水浇地,2026,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,3600.0,54000.0,8682.187500000002
D2,水浇地,2026,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,10.0,2700.0,27000.0,23152.500000000004
D2,水浇地,2026,第二季,水浇地,第二季,37,红萝卜,蔬菜,10.0,2700.0,27000.0,5788.125000000001
D3,水浇地,2026,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,14.0,1800.0,25200.0,16206.750000000004
D3,水浇地,2026,第二季,水浇地,第二季,36,白萝卜,蔬菜,14.0,3600.0,50400.0,8103.375000000002
D4,水浇地,2026,第一季,水浇地,第一季,22,茄子,蔬菜,6.0,5760.0,34560.0,13891.500000000004
D4,水浇地,2026,第二季,水浇地,第二季,37,红萝卜,蔬菜,6.0,2700.0,16200.0,3472.875000000001
D5,水浇地,2026,第一季,水浇地,单季,16,水稻,粮食,10.0,450.0,4500.0,7871.85
D6,水浇地,2026,第一季,水浇地,第一季,34,芹菜,蔬菜,12.0,4950.0,59400.0,12502.350000000002
D6,水浇地,2026,第二季,水浇地,第二季,35,大白菜,蔬菜,12.0,4500.0,54000.0,27783.000000000007
D7,水浇地,2026,第一季,水浇地,单季,16,水稻,粮食,22.0,450.0,9900.0,17318.07
D8,水浇地,2026,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,20.0,1800.0,36000.0,23152.500000000004
D8,水浇地,2026,第二季,水浇地,第二季,35,大白菜,蔬菜,20.0,4500.0,90000.0,46305.00000000001
E1,普通大棚,2026,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E1,普通大棚,2026,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6945.750000000001
E10,普通大棚,2026,第一季,普通大棚,第一季,32,空心菜,蔬菜,0.6,10800.0,6480.0,3472.8750000000005
E10,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E11,普通大棚,2026,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4050.0,2430.0,2431.0125000000003
E11,普通大棚,2026,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1389.1500000000003
E12,普通大棚,2026,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E12,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E13,普通大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
E13,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E14,普通大棚,2026,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E14,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E15,普通大棚,2026,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E15,普通大棚,2026,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6945.750000000001
E16,普通大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
E16,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E2,普通大棚,2026,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2431.0125000000003
E2,普通大棚,2026,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,2083.7250000000004
E3,普通大棚,2026,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4050.0,2430.0,2431.0125000000003
E3,普通大棚,2026,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1389.1500000000003
E4,普通大棚,2026,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E4,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E5,普通大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
E5,普通大棚,2026,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,9000.0,5400.0,6945.750000000001
E6,普通大棚,2026,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E6,普通大棚,2026,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,2083.7250000000004
E7,普通大棚,2026,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E7,普通大棚,2026,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,4500.0,2700.0,2083.7250000000004
E8,普通大棚,2026,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2431.0125000000003
E8,普通大棚,2026,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,900.0,540.0,6945.750000000001
E9,普通大棚,2026,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3240.0,1944.0,1666.98
E9,普通大棚,2026,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,3600.0,2160.0,1389.1500000000003
F1,智慧大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
F1,智慧大棚,2026,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,833.49
F2,智慧大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
F2,智慧大棚,2026,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,833.49
F3,智慧大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
F3,智慧大棚,2026,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,833.49
F4,智慧大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,7200.0,4320.0,1666.98
F4,智慧大棚,2026,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,5400.0,3240.0,833.49
A1,平旱地,2027,单季,平旱地,单季,1,黄豆,粮食（豆类）,80.0,360.0,28800.0,38896.20000000001
